,Borough,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue category,Venue Category
263,Camden,51.529,-0.1255,Patisserie Deux Amis,51.52679820404519,-0.12418884713252734,Coffee Shop,food
264,Camden,51.529,-0.1255,The Gilbert Scott,51.52944238094817,-0.12607122727786188,English Restaurant,food
265,Camden,51.529,-0.1255,Ladurée,51.530279227357,-0.1256775856018066,Dessert Shop,food
266,Camden,51.529,-0.1255,Pitted Olive,51.52636858751076,-0.12562325774893196,Turkish Restaurant,food
267,Camden,51.529,-0.1255,Fortnum & Mason,51.530541276545954,-0.12552455645648344,Gift Shop,shops
268,Camden,51.529,-0.1255,Great Northern Hotel,51.53107201145561,-0.12462780489352099,Hotel,travel
269,Camden,51.529,-0.1255,Godiva,51.53130431244331,-0.1258107664202854,Chocolate Shop,shops
270,Camden,51.529,-0.1255,Plum + Spilt Milk,51.53086618497842,-0.12421840768781213,Restaurant,food
271,Camden,51.529,-0.1255,Casa Tua,51.52758036631887,-0.12363460561636953,Italian Restaurant,food
272,Camden,51.529,-0.1255,Chambers Club,51.52975110790113,-0.12525534296073076,Hotel Bar,travel
273,Camden,51.529,-0.1255,Pret A Manger,51.52844032643028,-0.12802259225322069,Sandwich Place,food
274,Camden,51.529,-0.1255,London St Pancras International Railway Station (STP) (London St Pancras International Railway Station),51.53212071439243,-0.12603024485054756,Train Station,travel
275,Camden,51.529,-0.1255,Aux Pains de Papy,51.52934,-0.12030311,Bakery,food
276,Camden,51.529,-0.1255,Megaro,51.52983784981709,-0.12377968334411488,Hotel,travel
277,Camden,51.529,-0.1255,North Sea Fish,51.526479344301926,-0.12534760034085307,Fish & Chips Shop,food
278,Camden,51.529,-0.1255,Pizza Sophia,51.52576524466053,-0.1252588985551932,Pizza Place,food
279,Camden,51.529,-0.1255,Boots,51.52986067727286,-0.12468367553533836,Pharmacy,shops
280,Camden,51.529,-0.1255,King's Cross Square,51.530369656530574,-0.12342044351766869,Plaza,parks_outdoors
281,Camden,51.529,-0.1255,Kings Cross Real Food Market,51.530456472517855,-0.12362892835050765,Market,shops
282,Camden,51.529,-0.1255,Granger & Co.,51.53260599028002,-0.12527477492529587,Breakfast Spot,food
283,Camden,51.529,-0.1255,Continental Stores,51.525658,-0.125075,Coffee Shop,food
284,Camden,51.529,-0.1255,Barry's Bootcamp,51.52712140360649,-0.13052815440143534,Gym / Fitness Center,building
285,Camden,51.529,-0.1255,London King's Cross Railway Station (KGX) (London King's Cross Railway Station),51.531521906818725,-0.12417018128295745,Train Station,travel
286,Camden,51.529,-0.1255,The Place,51.52770409497361,-0.12825684298657036,Dance Studio,arts_entertainment
287,Camden,51.529,-0.1255,Mai Sushi,51.529313753971685,-0.1297006367271566,Sushi Restaurant,food
288,Camden,51.529,-0.1255,Fork - Deli Patisserie,51.52584780403751,-0.1256510721337981,Café,food
289,Camden,51.529,-0.1255,German Gymnasium,51.53239240571996,-0.12526657201295754,Modern European Restaurant,food
290,Camden,51.529,-0.1255,Gay's The Word,51.525385528759635,-0.12536873975061122,Bookstore,shops
291,Camden,51.529,-0.1255,Pizza Union,51.53098437323851,-0.11993333707884483,Pizza Place,food
292,Camden,51.529,-0.1255,MEAT Liquor King's X,51.53052656513461,-0.1197322684748533,Burger Joint,food
293,Camden,51.529,-0.1255,"Drink, Shop & Do",51.53139687227583,-0.12120275334563403,Café,food
294,Camden,51.529,-0.1255,Cartwright Gardens,51.52650831923466,-0.12654405841118904,Garden,parks_outdoors
295,Camden,51.529,-0.1255,Bloomsbury Coffee House,51.525282432261235,-0.12649480727341608,Café,food
296,Camden,51.529,-0.1255,Camino,51.53120468661658,-0.12172348978585604,Tapas Restaurant,food
297,Camden,51.529,-0.1255,Searcys Champagne Bar,51.53108692967715,-0.1257405841549501,Champagne Bar,food
298,Camden,51.529,-0.1255,JOE & THE JUICE,51.53164730782769,-0.12659810160118032,Juice Bar,food
299,Camden,51.529,-0.1255,Paperchase,51.53072536667021,-0.12545024948780037,Stationery Store,shops
300,Camden,51.529,-0.1255,Roti King,51.528862289366025,-0.13204256019653696,Malay Restaurant,food
301,Camden,51.529,-0.1255,Sourced Market,51.532026203585126,-0.12609168990974456,Deli / Bodega,food
302,Camden,51.529,-0.1255,Nando's,51.531223218120374,-0.12236862923047237,Portuguese Restaurant,food
303,Camden,51.529,-0.1255,Craft Coffee,51.53214475410213,-0.1248340519366584,Coffee Shop,food
304,Camden,51.529,-0.1255,The Harrison,51.5276888786253,-0.12040450474986167,Pub,nightlife
305,Camden,51.529,-0.1255,The Harry Potter Shop at Platform 9¾,51.532116439300374,-0.12417251435706918,Souvenir Shop,shops
306,Camden,51.529,-0.1255,Keystone Crescent,51.53178504171536,-0.12078772894882053,Speakeasy,nightlife
307,Camden,51.529,-0.1255,The King of Falafel,51.526022,-0.123466,Falafel Restaurant,food
308,Camden,51.529,-0.1255,Norfolk Arms,51.52658920505012,-0.125201713703331,Tapas Restaurant,food
309,Camden,51.529,-0.1255,New Bloomsbury Set,51.525788023522246,-0.12546159310240285,Gay Bar,nightlife
310,Camden,51.529,-0.1255,Honest Burgers,51.53098635353478,-0.11911519709620189,Burger Joint,food
311,Camden,51.529,-0.1255,The Queen's Head,51.52834322754559,-0.11855826833828818,Pub,nightlife
312,Camden,51.529,-0.1255,The Observatory,51.525371,-0.125135,Coffee Shop,food
313,Camden,51.529,-0.1255,Waitrose & Partners,51.525,-0.124116,Supermarket,shops
314,Camden,51.529,-0.1255,YouTube Space London,51.53320920311558,-0.12582778930664062,Film Studio,arts_entertainment
315,Camden,51.529,-0.1255,49 Cafe,51.524906,-0.125177,Deli / Bodega,food
316,Camden,51.529,-0.1255,The Joint,51.5304338,-0.118869,Recording Studio,building
317,Camden,51.529,-0.1255,Skoob Books,51.52517054193312,-0.12451212508620411,Used Bookstore,shops
318,Camden,51.529,-0.1255,Hotel Chocolat,51.53172661110558,-0.12427132199585077,Chocolate Shop,shops
319,Camden,51.529,-0.1255,The Scottish Stores,51.531112595712415,-0.12101602293888379,Pub,nightlife
320,Camden,51.529,-0.1255,Judd Books,51.52597167687037,-0.12566514752207789,Bookstore,shops
321,Camden,51.529,-0.1255,The Fellow,51.531591977602254,-0.12245083445954681,Pub,nightlife
322,Camden,51.529,-0.1255,Saucy Greek Inspirations,51.525144,-0.125684,Greek Restaurant,food
323,Camden,51.529,-0.1255,Somers Town Coffee House,51.52984555217761,-0.13027089727328112,Gastropub,food
324,Camden,51.529,-0.1255,Hurricane Room,51.53052621156955,-0.12082386949349327,Pool Hall,arts_entertainment
325,Camden,51.529,-0.1255,St George's Gardens,51.52585031115929,-0.12161215397825151,Garden,parks_outdoors
326,Camden,51.529,-0.1255,Pret A Manger,51.53216444979851,-0.12592324930199367,Sandwich Place,food
327,Camden,51.529,-0.1255,Vinoteca,51.5327536634527,-0.12499608967202618,Modern European Restaurant,food
328,Camden,51.529,-0.1255,Notes,51.53315584767263,-0.12508392107650143,Coffee Shop,food
329,Camden,51.529,-0.1255,Burger & Shake,51.524811,-0.125138,Burger Joint,food
330,Camden,51.529,-0.1255,Pret A Manger,51.525381149129814,-0.12861695185350594,Sandwich Place,food
331,Camden,51.529,-0.1255,The Parcel Yard,51.532374,-0.123933,Pub,nightlife
332,Camden,51.529,-0.1255,Point A Hotel King's Cross St. Pancras,51.52886328339442,-0.11945381241066602,Hotel,travel
333,Camden,51.529,-0.1255,Alara Wholefoods Health Shop,51.525187943363214,-0.1252486555967,Health Food Store,shops
334,Camden,51.529,-0.1255,Nike Central King's Cross,51.5333458,-0.1249623,Sporting Goods Shop,shops
335,Camden,51.529,-0.1255,Crypt Gallery,51.527109865632426,-0.12969011349390738,Art Gallery,arts_entertainment
336,Camden,51.529,-0.1255,Gran Abrazo,51.53210428915673,-0.12046052478469449,Italian Restaurant,food
337,Camden,51.529,-0.1255,Wasabi,51.53322484926514,-0.12532037644014749,Sushi Restaurant,food
338,Camden,51.529,-0.1255,The Resting Hare,51.52644431883606,-0.12954650680568203,Pub,nightlife
339,Camden,51.529,-0.1255,Costa Coffee,51.52779291855632,-0.12946075876266386,Coffee Shop,food
340,Camden,51.529,-0.1255,Statue of Gandhi,51.5248755700319,-0.125946229977822,Outdoor Sculpture,parks_outdoors
341,Camden,51.529,-0.1255,St. Athans Hotel,51.52529643717114,-0.12640697856361272,Hotel,travel
342,Camden,51.529,-0.1255,Starbucks,51.52526,-0.128263,Coffee Shop,food
343,Camden,51.529,-0.1255,Upper Fleet,51.52634925828178,-0.1296386594701667,Café,food
344,Camden,51.529,-0.1255,Motijheel,51.52505048140947,-0.12514519501379587,Indian Restaurant,food
345,Camden,51.529,-0.1255,Doric Arch (Fuller's),51.528042543013505,-0.13211510344012822,Pub,nightlife
346,Camden,51.529,-0.1255,Prezzo,51.52730994401649,-0.13087575718112335,Italian Restaurant,food
347,Camden,51.529,-0.1255,Royal George,51.52822934520864,-0.13179310677853798,Pub,nightlife
348,Camden,51.529,-0.1255,Ambassadors Bloomsbury Hotel,51.526593365915716,-0.12976565605231694,Hotel,travel
349,Camden,51.529,-0.1255,Red Hot,51.529106008993836,-0.12956431894328366,Szechuan Restaurant,food
350,Camden,51.529,-0.1255,Number Twelve,51.52655432084836,-0.12983327138941578,Restaurant,food
351,Camden,51.529,-0.1255,Signal Box,51.528195,-0.1324356,Pub,nightlife
352,Camden,51.529,-0.1255,Wot The Dickens,51.526720743336924,-0.12925855769291336,Café,food
353,Camden,51.529,-0.1255,Euston Square,51.52772285301645,-0.1320183277130127,Plaza,parks_outdoors
354,Croydon,51.3714,-0.0977,The Ludoquist,51.37153038040552,-0.1003305710260288,Gaming Cafe,shops
355,Croydon,51.3714,-0.0977,Crushed Bean,51.37099971734288,-0.10017598506483898,Coffee Shop,food
356,Croydon,51.3714,-0.0977,Matthews Yard,51.37230273101925,-0.10126906985158975,Coffee Shop,food
357,Croydon,51.3714,-0.0977,Scrumpchino's,51.37384678152949,-0.09859866699079116,Café,food
358,Croydon,51.3714,-0.0977,Five Guys,51.3733339,-0.100163,Burger Joint,food
359,Croydon,51.3714,-0.0977,Nando's,51.37280263847501,-0.10018278159571932,Portuguese Restaurant,food
360,Croydon,51.3714,-0.0977,The Gym,51.373910527090445,-0.09666983824066672,Gym / Fitness Center,building
361,Croydon,51.3714,-0.0977,BOXPARK Croydon,51.37503385473559,-0.09359773391568056,Food Court,shops
362,Croydon,51.3714,-0.0977,Kokoro,51.37397665106856,-0.0984413614216835,Sushi Restaurant,food
363,Croydon,51.3714,-0.0977,Dog & Bull,51.373081096937405,-0.10148720048776085,Pub,nightlife
364,Croydon,51.3714,-0.0977,Galicia,51.36845757906705,-0.09927934900298166,Spanish Restaurant,food
365,Croydon,51.3714,-0.0977,Forbidden Planet,51.373321857688026,-0.10266473896997093,Bookstore,shops
366,Croydon,51.3714,-0.0977,The Spreadeagle,51.37239980648064,-0.0999907352758226,Pub,nightlife
367,Croydon,51.3714,-0.0977,Coqfighter Chicken & Beer,51.37504365206947,-0.0935912005731379,Korean Restaurant,food
368,Croydon,51.3714,-0.0977,Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub,nightlife
369,Croydon,51.3714,-0.0977,Turtle Bay,51.37313201335389,-0.10026811461122966,Caribbean Restaurant,food
370,Croydon,51.3714,-0.0977,Chilango,51.37489537450802,-0.09358763727531678,Burrito Place,food
371,Croydon,51.3714,-0.0977,Sangri,51.36852191929014,-0.0992887201008723,Indian Restaurant,food
372,Croydon,51.3714,-0.0977,The Crown & Pepper,51.36911896641011,-0.09955034051567693,Pub,nightlife
373,Croydon,51.3714,-0.0977,Anabella's Kitchen,51.3679313659668,-0.09913444519042969,Mediterranean Restaurant,food
374,Croydon,51.3714,-0.0977,Ponte Nuovo,51.3706564023937,-0.10005564248921735,Italian Restaurant,food
375,Croydon,51.3714,-0.0977,Park Hill,51.370400643177504,-0.09166717529296875,Park,parks_outdoors
376,Croydon,51.3714,-0.0977,Bao Bao,51.37498111168821,-0.09431748635032895,Asian Restaurant,food
377,Croydon,51.3714,-0.0977,Primark,51.3740488,-0.1010776,Clothing Store,shops
378,Croydon,51.3714,-0.0977,The Breakfast Club,51.37475530606113,-0.09410865345151727,Breakfast Spot,food
379,Croydon,51.3714,-0.0977,Smoothbean!,51.3750646220145,-0.09415403295238013,Coffee Shop,food
380,Croydon,51.3714,-0.0977,Cronx Bar,51.37475570173284,-0.09387731552124023,Bar,nightlife
381,Croydon,51.3714,-0.0977,Waitrose & Partners,51.3744022,-0.0957706,Supermarket,shops
382,Croydon,51.3714,-0.0977,Thai Express,51.37502918435571,-0.0936379465804956,Thai Restaurant,food
383,Croydon,51.3714,-0.0977,Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant,food
384,Croydon,51.3714,-0.0977,The Green Dragon,51.371668730152166,-0.10070031962607118,Pub,nightlife
385,Croydon,51.3714,-0.0977,wagamama,51.373959441340524,-0.096804688023406,Asian Restaurant,food
386,Croydon,51.3714,-0.0977,Camden Coffee House,51.3752998113138,-0.10004229779848357,Coffee Shop,food
387,Croydon,51.3714,-0.0977,The Cronx,51.37471742491906,-0.09409204047746213,Brewery,food
388,Croydon,51.3714,-0.0977,The Edge,51.36757493019104,-0.099044,Pub,nightlife
389,Croydon,51.3714,-0.0977,Leisure Club,51.372727053908854,-0.09129366832069401,Gym / Fitness Center,building
390,Croydon,51.3714,-0.0977,Whistlers Bar,51.372926644814946,-0.09133490603981642,Hotel Bar,travel
391,Croydon,51.3714,-0.0977,Oscars Brasserie,51.373106,-0.091272,Restaurant,food
392,Croydon,51.3714,-0.0977,Croydon Park Hotel,51.373068754452866,-0.09146002202219292,Hotel,travel
393,Ealing,51.513,-0.3089,Franco Manca,51.5129934137107,-0.30686126557639765,Pizza Place,food
394,Ealing,51.513,-0.3089,Charlotte's W5,51.51437798456801,-0.3084540367126465,Bistro,food
395,Ealing,51.513,-0.3089,Artisan Coffee,51.513023912109674,-0.3066550602357168,Coffee Shop,food
396,Ealing,51.513,-0.3089,Questors Theatre,51.5113099969586,-0.3094365232695669,Theater,arts_entertainment
397,Ealing,51.513,-0.3089,Pho,51.51296954016726,-0.30618213188816074,Vietnamese Restaurant,food
398,Ealing,51.513,-0.3089,Pitzhanger Manor Gallery & House,51.511170008332414,-0.30674951530581124,Art Gallery,arts_entertainment
399,Ealing,51.513,-0.3089,Café Zee,51.513081223055934,-0.305079588934916,Coffee Shop,food
400,Ealing,51.513,-0.3089,Premier Inn London Ealing,51.5127462,-0.3099724,Hotel,travel
401,Ealing,51.513,-0.3089,The Drapers Arms,51.51160610528962,-0.3051631153702525,Pub,nightlife
402,Ealing,51.513,-0.3089,Honest Burgers,51.51282373232332,-0.3072439834713873,Burger Joint,food
403,Ealing,51.513,-0.3089,Turtle Bay,51.512064951366,-0.3047376821715376,Caribbean Restaurant,food
404,Ealing,51.513,-0.3089,GAIL’s Bakery,51.513072,-0.305804,Bakery,food
405,Ealing,51.513,-0.3089,Bee Hive,51.51043536292622,-0.3054168881695007,Café,food
406,Ealing,51.513,-0.3089,Tonkotsu,51.513039,-0.305932,Ramen Restaurant,food
407,Ealing,51.513,-0.3089,Farm W5,51.510819425330084,-0.30546639561454786,Salad Place,food
408,Ealing,51.513,-0.3089,Walpole Park,51.5089561407416,-0.31023502349853516,Park,parks_outdoors
409,Ealing,51.513,-0.3089,As Nature Intended,51.511884350602486,-0.3049146716450452,Organic Grocery,shops
410,Ealing,51.513,-0.3089,The Grove,51.51029473879893,-0.3053572818861489,Pub,nightlife
411,Ealing,51.513,-0.3089,Amorino,51.51121,-0.30512375,Ice Cream Shop,food
412,Ealing,51.513,-0.3089,Ealing Green,51.50974152567615,-0.3054421557055152,Park,parks_outdoors
413,Ealing,51.513,-0.3089,Piccola Italia,51.510843394899524,-0.30555058055258794,Italian Restaurant,food
414,Ealing,51.513,-0.3089,La Rueda,51.512393951416016,-0.3060426115989685,Spanish Restaurant,food
415,Ealing,51.513,-0.3089,Limeyard,51.512296994302886,-0.3046482506033499,Southern / Soul Food Restaurant,food
416,Ealing,51.513,-0.3089,The Grapevine Club,51.511320287503686,-0.30938829577122823,Bar,nightlife
417,Ealing,51.513,-0.3089,Osteria del Portico,51.511353687180716,-0.30487664058713415,Italian Restaurant,food
418,Ealing,51.513,-0.3089,Pho Saigon,51.51178395237575,-0.3059642772273898,Vietnamese Restaurant,food
419,Ealing,51.513,-0.3089,TK Maxx,51.513892180645875,-0.30417980118397686,Clothing Store,shops
420,Ealing,51.513,-0.3089,Crispins Wine Bar,51.511086595783965,-0.30545732401269465,Wine Bar,food
421,Ealing,51.513,-0.3089,Harris + Hoole,51.513619971471485,-0.303357225818512,Coffee Shop,food
422,Ealing,51.513,-0.3089,Castle Bar,51.51163986678137,-0.31523565496238015,Bar,nightlife
423,Ealing,51.513,-0.3089,Hotel Xanadu,51.51179442664686,-0.30594625497748423,Hotel,travel
424,Ealing,51.513,-0.3089,Eden Fitness,51.51209866898991,-0.31273648204872007,Gym / Fitness Center,building
425,Ealing,51.513,-0.3089,Pret A Manger,51.51299494950315,-0.3045784433222332,Sandwich Place,food
426,Ealing,51.513,-0.3089,PizzaExpress,51.512136457058354,-0.3056951926250804,Pizza Place,food
427,Ealing,51.513,-0.3089,Morrisons Ealing,51.51374402645086,-0.30418684305732446,Supermarket,shops
428,Ealing,51.513,-0.3089,wagamama,51.5121810832484,-0.30448961760589555,Asian Restaurant,food
429,Ealing,51.513,-0.3089,Soane’s Kitchen,51.510886,-0.307058,Restaurant,food
430,Ealing,51.513,-0.3089,Ealing Studios,51.50877621765304,-0.3068533522544015,Performing Arts Venue,arts_entertainment
431,Ealing,51.513,-0.3089,Five Guys,51.514595681154894,-0.30245633313518283,Burger Joint,food
432,Ealing,51.513,-0.3089,Waterstones,51.51239479152189,-0.30314562255326344,Bookstore,shops
433,Ealing,51.513,-0.3089,Nando's,51.512607,-0.305893,Portuguese Restaurant,food
434,Ealing,51.513,-0.3089,Molana,51.511685818209514,-0.3146367118678572,Persian Restaurant,food
435,Ealing,51.513,-0.3089,Starbucks,51.514902651458556,-0.30238292860264615,Coffee Shop,food
436,Ealing,51.513,-0.3089,Starbucks,51.511098,-0.305196,Coffee Shop,food
437,Ealing,51.513,-0.3089,Caffè Nero,51.51397303359341,-0.30214084805919594,Coffee Shop,food
438,Ealing,51.513,-0.3089,Côte Brasserie,51.5111934926028,-0.30540578643443594,French Restaurant,food
439,Ealing,51.513,-0.3089,Patisserie Sowa,51.512120539522755,-0.3048168127194646,Polish Restaurant,food
440,Ealing,51.513,-0.3089,Caffè Nero,51.51281690377141,-0.3071505454123655,Coffee Shop,food
441,Ealing,51.513,-0.3089,Wasabi,51.51259470572292,-0.3042836434963614,Sushi Restaurant,food
442,Ealing,51.513,-0.3089,Retsina & Mousaka,51.51162218627455,-0.31474658069795464,Greek Restaurant,food
443,Ealing,51.513,-0.3089,Primark,51.513111,-0.303663,Clothing Store,shops
444,Ealing,51.513,-0.3089,Marks & Spencer,51.51305263036625,-0.3041034936904907,Department Store,shops
445,Ealing,51.513,-0.3089,Starbucks,51.513297,-0.301747,Coffee Shop,food
446,Ealing,51.513,-0.3089,McDonald's,51.51379,-0.30371,Fast Food Restaurant,food
447,Ealing,51.513,-0.3089,The Bakers Of Ealing,51.51297529204825,-0.3059400611871138,Bakery,food
448,Ealing,51.513,-0.3089,Game,51.5125286630802,-0.3038239062999642,Video Game Store,shops
449,Ealing,51.513,-0.3089,Bill's Restaurant,51.512956819432034,-0.30650231785794657,English Restaurant,food
450,Ealing,51.513,-0.3089,Ealing Broadway Shopping Centre,51.51237157693676,-0.30305206775665283,Shopping Mall,shops
451,Ealing,51.513,-0.3089,The North Star,51.51379264770246,-0.30179275725543414,Pub,nightlife
452,Ealing,51.513,-0.3089,H&M,51.51253516422883,-0.3035080432891846,Clothing Store,shops
453,Ealing,51.513,-0.3089,@ Thai Canteen,51.513037100808795,-0.3063215908145559,Thai Restaurant,food
454,Ealing,51.513,-0.3089,Next,51.5135804923134,-0.302937150682971,Clothing Store,shops
455,Ealing,51.513,-0.3089,Greggs,51.51354920455979,-0.3033313002423014,Bakery,food
456,Ealing,51.513,-0.3089,Boots,51.512317188333974,-0.3031431159194974,Pharmacy,shops
457,Ealing,51.513,-0.3089,Nuffield Health Fitness & Wellbeing Gym,51.512070223757355,-0.30289940901846085,Gym / Fitness Center,building
458,Ealing,51.513,-0.3089,Flava's Lounge Bar & Grill,51.511523713960905,-0.30633027641970356,Hookah Bar,nightlife
459,Ealing,51.513,-0.3089,Patisserie Valerie,51.513474440709075,-0.30195631912149123,Café,food
460,Ealing,51.513,-0.3089,Pasta Remoli,51.513472,-0.306686,Italian Restaurant,food
461,Ealing,51.513,-0.3089,BB London Organic,51.5155354,-0.3103532999999743,Bed & Breakfast,travel
462,Ealing,51.513,-0.3089,Longfield Walk,51.51577,-0.3092882,Park,parks_outdoors
463,Ealing,51.513,-0.3089,Caspian Hotel,51.5159454,-0.3050552,Boarding House,travel
464,Ealing,51.513,-0.3089,E2 Bus Stop,51.51464625010439,-0.30225251641408934,Bus Stop,travel
465,Enfield,51.6538,-0.0799,Goodlooking Optics,51.65222318701091,-0.07948966142976298,Optical Shop,building
466,Enfield,51.6538,-0.0799,PizzaExpress,51.652475,-0.080832,Pizza Place,food
467,Enfield,51.6538,-0.0799,Caffè Nero,51.65206131221433,-0.08194884281707003,Coffee Shop,food
468,Enfield,51.6538,-0.0799,Aksular Restaurant Enfield Town,51.65253293848226,-0.08065439293130425,Turkish Restaurant,food
469,Enfield,51.6538,-0.0799,Enfield Town Railway Station (ENF),51.65204938137716,-0.07901336622578717,Train Station,travel
470,Enfield,51.6538,-0.0799,Waitrose & Partners,51.65160230841171,-0.08411422773417598,Supermarket,shops
471,Enfield,51.6538,-0.0799,Nando's,51.65214087982935,-0.08104121807912897,Portuguese Restaurant,food
472,Enfield,51.6538,-0.0799,Waterstones,51.65217895615991,-0.08369463055116849,Bookstore,shops
473,Enfield,51.6538,-0.0799,The Kings Head,51.652660331501174,-0.08246338075464425,Pub,nightlife
474,Enfield,51.6538,-0.0799,Pearsons,51.65164785978176,-0.08232934782697308,Department Store,shops
475,Enfield,51.6538,-0.0799,Paperchase,51.65304946899414,-0.08512124419212341,Stationery Store,shops
476,Enfield,51.6538,-0.0799,Palace Gardens Shopping Centre,51.65135850190756,-0.0820151249580114,Shopping Mall,shops
477,Enfield,51.6538,-0.0799,O'Neill's,51.65195,-0.081436224,Irish Pub,nightlife
478,Enfield,51.6538,-0.0799,Next,51.65162203584638,-0.08128717814713582,Clothing Store,shops
479,Enfield,51.6538,-0.0799,Topshop,51.651424,-0.082086,Women's Store,shops
480,Enfield,51.6538,-0.0799,McDonald's,51.65221,-0.083016,Fast Food Restaurant,food
481,Enfield,51.6538,-0.0799,Lidl,51.6505537746643,-0.0811531099237607,Supermarket,shops
482,Enfield,51.6538,-0.0799,Bonito Café,51.65186154634263,-0.08068824091398728,Sandwich Place,food
483,Enfield,51.6538,-0.0799,Art Cafe,51.65229101323687,-0.08102874005590784,Coffee Shop,food
484,Enfield,51.6538,-0.0799,Prezzo,51.65219414589276,-0.08123988069048073,Italian Restaurant,food
485,Enfield,51.6538,-0.0799,H&M,51.6513761,-0.0809471,Clothing Store,shops
486,Enfield,51.6538,-0.0799,Enfield Tandoori,51.651793192077015,-0.08065095853326538,Indian Restaurant,food
487,Enfield,51.6538,-0.0799,New Look,51.65152187661314,-0.08174166844582942,Women's Store,shops
488,Enfield,51.6538,-0.0799,Marks & Spencer,51.6512557880495,-0.0834945028648868,Department Store,shops
489,Enfield,51.6538,-0.0799,The Taps,51.653149,-0.0805077,Bar,nightlife
490,Enfield,51.6538,-0.0799,Game,51.651152220399666,-0.08310930767302141,Video Game Store,shops
491,Enfield,51.6538,-0.0799,Greggs,51.652234688925326,-0.08430754892089642,Bakery,food
492,Enfield,51.6538,-0.0799,Subway,51.65385395736457,-0.0838221395065535,Sandwich Place,food
493,Enfield,51.6538,-0.0799,Boots,51.65114431020147,-0.08363617733289175,Pharmacy,shops
494,Enfield,51.6538,-0.0799,Starbucks,51.652275,-0.083432,Coffee Shop,food
495,Enfield,51.6538,-0.0799,Muffin Break,51.65179702888905,-0.08202365848404967,Café,food
496,Enfield,51.6538,-0.0799,TK Maxx,51.65114516112646,-0.08140396037020967,Clothing Store,shops
497,Enfield,51.6538,-0.0799,Dugdale Centre Theatre,51.65047946783168,-0.0803250843871468,Theater,arts_entertainment
498,Enfield,51.6538,-0.0799,WHSmith,51.65170814730157,-0.0842589669341578,Bookstore,shops
499,Enfield,51.6538,-0.0799,Costa Coffee,51.65130027313302,-0.08391604707874048,Coffee Shop,food
500,Enfield,51.6538,-0.0799,Creams,51.65234,-0.077204,Ice Cream Shop,food
501,Enfield,51.6538,-0.0799,Nehir Restaurant,51.651463,-0.080531,Turkish Restaurant,food
502,Enfield,51.6538,-0.0799,Papadelli,51.65387272564387,-0.08376840049764518,Deli / Bodega,food
503,Enfield,51.6538,-0.0799,Caffe Massarella,51.652129,-0.082751,Coffee Shop,food
504,Enfield,51.6538,-0.0799,O2 Shop Enfield,51.651318129726015,-0.0795044927715015,Mobile Phone Shop,shops
505,Enfield,51.6538,-0.0799,Malone & Co,51.6524253,-0.0832789,Restaurant,food
506,Enfield,51.6538,-0.0799,Superdrug,51.65134486778301,-0.08135619658163998,Pharmacy,shops
507,Enfield,51.6538,-0.0799,Topman,51.651383,-0.081861,Clothing Store,shops
508,Enfield,51.6538,-0.0799,Palace Exchange,51.65134815832487,-0.08180382893803856,Shopping Mall,shops
509,Enfield,51.6538,-0.0799,Vision Express Opticians - London - Enfield,51.652128748722554,-0.08354547098243621,Optical Shop,building
510,Enfield,51.6538,-0.0799,M&S Café,51.6513168536696,-0.08236687500985194,Café,food
511,Enfield,51.6538,-0.0799,JD Sports,51.65107575735866,-0.08174300193786621,Sporting Goods Shop,shops
512,Enfield,51.6538,-0.0799,Vodafone,51.65231506284192,-0.08402123747600854,Mobile Phone Shop,shops
513,Enfield,51.6538,-0.0799,Specsavers,51.65124464270386,-0.08264916806776688,Optical Shop,building
514,Enfield,51.6538,-0.0799,Clintons,51.65117252851155,-0.08279309046291793,Gift Shop,shops
515,Enfield,51.6538,-0.0799,Sony Centre,51.65159164826388,-0.08372783660888672,Electronics Store,shops
516,Enfield,51.6538,-0.0799,Cecil Road,51.650671054016605,-0.081365888547187,Bus Stop,travel
517,Enfield,51.6538,-0.0799,Carphone Warehouse,51.651466051955914,-0.08356885770863873,Mobile Phone Shop,shops
518,Enfield,51.6538,-0.0799,The Stag,51.652598462798245,-0.08646945655937059,Pub,nightlife
519,Enfield,51.6538,-0.0799,Millets,51.65135034518421,-0.0838083028793335,Outdoor Supply Store,shops
520,Enfield,51.6538,-0.0799,Card Factory,51.65142874921275,-0.0839949520904043,Gift Shop,shops
521,Enfield,51.6538,-0.0799,The Library Cafe,51.65191815935376,-0.08637895609305551,Café,food
522,Greenwich,51.4892,0.0648,Kailash Momo Restaurant,51.48899,0.06738547,Asian Restaurant,food
523,Greenwich,51.4892,0.0648,Viet Baguette,51.48850225112184,0.0678082751603822,Vietnamese Restaurant,food
524,Greenwich,51.4892,0.0648,Woolwich Equitable,51.49034,0.06842181,Pub,nightlife
525,Greenwich,51.4892,0.0648,The Friends Cafe,51.491722,0.06419163,Breakfast Spot,food
526,Greenwich,51.4892,0.0648,M&S Foodhall,51.491564495477625,0.07044553756713867,Grocery Store,shops
527,Greenwich,51.4892,0.0648,Blue Nile,51.48911,0.06743912,African Restaurant,food
528,Greenwich,51.4892,0.0648,TK Maxx,51.49228,0.06405283,Clothing Store,shops
